,equal_weight,regime_based
2005-02-28,0.002806271721750091,-0.036302689429277224
2005-03-31,-0.01475343948604313,0.001179691149028178
2005-04-30,-0.02564319399829882,0.022263285689714984
2005-05-31,-0.030577048501587628,-0.03614749869691794
2005-06-30,0.028618929207530962,0.014688581240879774
2005-07-31,0.00570807718244537,-0.015111216329531803
2005-08-31,-0.005493584540282418,0.025358790873922333
2005-09-30,-0.0013539252226131913,0.0008130671616854721
2005-10-31,-0.012353748430100793,0.008577776342060865
2005-11-30,-0.011009564588022904,0.027717250109568006
2005-12-31,-0.017301706919893172,-0.05283358006588736
2006-01-31,-0.004898900049545454,0.03288370066417118
2006-02-28,-0.010961762699838298,0.0001618780643982792
2006-03-31,-0.03916502469685173,-0.023929485023998366
2006-04-30,0.00973447101283945,-0.03314342608506931
2006-05-31,0.017157557582379877,0.034218112133706284
2006-06-30,-0.0024327646793432817,0.022314923831610402
2006-07-31,-0.01729514038390388,-0.00997991374027932
2006-08-31,0.012324929173474686,0.028743767528217883
2006-09-30,0.014844974091563283,0.04253868896351476
2006-10-31,0.0008281329551762355,0.02236624454947968
2006-11-30,0.016430181514849367,0.019200930014151293
2006-12-31,-0.0007788084660331758,-0.011008349040023083
2007-01-31,0.05046271514623186,0.03175019614827788
2007-02-28,-0.04080885776395694,-0.01533587436726495
2007-03-31,0.008111829035407555,0.09247214751922087
2007-04-30,-0.022640498280313066,-0.03436618665936472
2007-05-31,-0.0068936739645351405,0.04823446864021054
2007-06-30,-0.02452349782338378,-0.022617795870463038
2007-07-31,-0.0414126398936789,-0.05028740595325038
2007-08-31,0.0034977918870729967,0.030911546944143473
2007-09-30,-0.027091310090024325,-0.0546555711949322
2007-10-31,-0.023170229908308682,-0.029545092325965902
2007-11-30,-0.005234109877437331,0.012132631531090617
2007-12-31,-0.008475398348252679,-0.03267360175664967
2008-01-31,0.00012861379729467372,-0.006336631581059805
2008-02-29,0.027942834119281272,0.04821994705074578
2008-03-31,-0.0017672771249490626,-0.04730314598442399
2008-04-30,0.023759375534909078,0.0775176248188062
2008-05-31,0.017321951355679106,0.0730285457873367
2008-06-30,0.029613750997934785,0.026446097538932678
2008-07-31,0.002550988349599769,-0.018550901855881766
2008-08-31,-0.02335331920274042,-0.05418297849124281
2008-09-30,0.013825484767175024,0.01416735454915937
2008-10-31,-0.013835290026381413,0.004862620092940152
2008-11-30,0.014955461534841459,0.06684880790044635
2008-12-31,0.019534294639204166,0.03145371829831406
2009-01-31,-0.01849131092720827,0.023848767675249277
2009-02-28,-0.0120545728425675,-0.028813427404611548
2009-03-31,-0.032365362531011785,0.0032956780833176026
2009-04-30,0.0215934756462119,0.04017718986225728
2009-05-31,-0.01396380610625211,0.009413400477339823
2009-06-30,-0.005880462486285964,0.016400324507760602
2009-07-31,0.002886410598649549,0.08029186485177928
2009-08-31,0.012035354440235829,0.03670110859039259
2009-09-30,-0.017300754098914926,0.01129204333136338
2009-10-31,0.0029762869397367423,-0.030976429476602563
2009-11-30,0.0015584385920960992,0.026595418961582806
2009-12-31,0.027247370324392547,0.0236161908433341
2010-01-31,0.022936490045881688,0.03726595477780256
2010-02-28,0.03605791182148049,-0.0020980602624244378
2010-03-31,-0.013262659613814487,-0.004888673972184238
2010-04-30,0.005379603740085488,0.014106355685329667
2010-05-31,-0.00441217647565847,0.010674664154772093
2010-06-30,-0.02017826633755434,-0.001884292210168061
2010-07-31,-0.014604871652277954,-0.010904940702541822
2010-08-31,0.0009030145736647388,0.007275001882628059
2010-09-30,0.013160982378272013,0.05614567229254102
2010-10-31,-0.022499727089205775,0.07856425851096403
2010-11-30,0.01640219816410231,0.008282636688242452
2010-12-31,0.040488580107465116,0.012797154614696367
2011-01-31,0.008680814671763657,0.05805167728296651
2011-02-28,0.04266737706102475,0.09964946840513116
2011-03-31,-0.0034564619632942353,0.03769126078449569
2011-04-30,-0.0380487985681695,-0.007093930357601844
2011-05-31,0.011128697198284448,0.06362524012547938
2011-06-30,0.03731113728083492,0.10733282646624041
2011-07-31,-0.01142812695882216,-0.04643614711848627
2011-08-31,-0.017432992616874428,0.05810106601311939
2011-09-30,-0.012269895822640757,-0.002537117172371923
2011-10-31,0.04868507303686294,0.10271049502121933
2011-11-30,0.027337948003214013,0.052066840869816514
2011-12-31,-0.013518454001585658,0.02654409274502558
2012-01-31,-0.00602584871081405,0.010621378198159618
2012-02-29,0.003265645031532866,0.0013739292016115776
2012-03-31,0.003011113710700333,0.047225918948532515
2012-04-30,0.016023572714344576,-0.02464333206720805
2012-05-31,-0.007229598929740716,-0.011633439641392882
2012-06-30,-1.2741080168705149e-06,-0.0007673135688816887
2012-07-31,0.047111117651849194,0.1049316480285259
2012-08-31,0.02065439662904226,0.024481067562246394
2012-09-30,0.03541629264315247,0.029601995446654185
2012-10-31,0.001739313894893505,0.01923027459172432
2012-11-30,-0.004540406539024306,0.014035996700308681
2012-12-31,0.010869377876691302,-0.000373688119771896
2013-01-31,-0.021867953305320143,-0.03433636234647941
2013-02-28,-0.03232758584294226,-0.05892970991720383
2013-03-31,0.01825008335416516,0.03280424350235846
2013-04-30,0.0014143540643968885,0.010352822829731868
2013-05-31,0.010427208746606884,-0.01534456529280325
2013-06-30,0.0034507784576269795,0.008185238776065189
2013-07-31,-0.020081560003242488,-0.042752000452974004
2013-08-31,0.00656335941010736,-0.05654316411421113
2013-09-30,-0.021132072893233263,0.013760546695286317
2013-10-31,-0.008844196054901643,-0.04636822103080905
2013-11-30,0.016383880185926483,0.08711902516115805
2013-12-31,-0.00048047177337721004,-0.011278910887964778
2014-01-31,-0.01443976284856994,-0.019407262574930223
2014-02-28,0.03440585318867625,0.05476795382037531
2014-03-31,0.018479462501975106,0.03395456271306418
2014-04-30,-0.0035657117530731378,0.019840453569502065
2014-05-31,-0.011084084246625454,-0.040139828030169925
2014-06-30,0.021028312786629044,0.039915194635165636
2014-07-31,0.005736709271917479,0.028771128658791598
2014-08-31,-0.021920092983960405,-0.045390198341210324
2014-09-30,0.04109526128974175,-0.05049228562310065
2014-10-31,0.027210545828951785,0.02404378841882681
2014-11-30,0.014954211684002,0.06340315140724748
2014-12-31,0.009472835613734212,-0.005651105159445882
2015-01-31,-0.008167238645903343,0.0045373917393360386
2015-02-28,-0.02123363433782916,-0.03395117607244877
2015-03-31,0.04304779858434564,0.05107464109144789
2015-04-30,-0.0054318653034076845,0.0025805410524742736
2015-05-31,-0.01492977062369803,-0.0016688542181988097
2015-06-30,0.019758480694577956,0.051336627977826184
2015-07-31,-0.007541548986953301,0.022740264027962153
2015-08-31,-0.013752860447647862,-0.03071737746006683
2015-09-30,-0.03615365086354413,-0.018733706119832768
2015-10-31,0.005680972326630277,-0.011927551597467136
2015-11-30,-0.038058659137025996,0.006820796749626352
2015-12-31,0.023563219049312627,-0.03568380648961478
2016-01-31,0.010512748689733302,0.06702534013078434
2016-02-29,-0.008555299484995428,-0.05338600939606104
2016-03-31,0.016396989781073318,0.0008178157666091698
2016-04-30,0.0030574783943073352,0.013033380923528272
2016-05-31,0.00026656785583561125,0.0143121152209932
2016-06-30,-0.018280667587079927,-0.04068327814730166
2016-07-31,0.003162627813706337,-0.03145933917679975
2016-08-31,0.014666435810488208,0.02920126881338347
2016-09-30,0.009198737608806884,0.04692456867067486
2016-10-31,-0.008156705546105862,0.0025791713599442306
2016-11-30,-0.01859663102611099,-0.04894013102988695
2016-12-31,0.02520956975986891,0.01284765574617289
2017-01-31,-0.009484758503098696,-0.00927364547643924
2017-02-28,-0.005024610335578628,0.05270540145637849
2017-03-31,0.01430665780763989,0.022692503354618723
2017-04-30,0.019619627502005264,0.037653776861285404
2017-05-31,-0.023995664883732407,-0.025771956011929477
2017-06-30,-0.03282572686458686,-0.03436578299069247
2017-07-31,0.00243471413442829,-0.010466617050672658
2017-08-31,-0.0023287508416362903,0.05192206132781247
2017-09-30,-0.002451360018226401,0.03395375570896275
2017-10-31,-0.054210727150237864,0.010902881143554671
2017-11-30,0.010147883673771015,-0.0018321818508624426
2017-12-31,0.024909226981399954,0.028541646118162324
2018-01-31,0.0038935077638285256,0.03578511157537748
2018-02-28,-0.031122717384235013,-0.030566082494779184
2018-03-31,0.020654944343143633,0.0665460524616218
2018-04-30,-0.041279834921842604,-0.08390357349263042
2018-05-31,0.0006513691882951466,-0.01804048199645169
2018-06-30,-0.04483198289779728,-0.005057457527686531
2018-07-31,-0.012953683399159288,-0.03143868469925107
2018-08-31,0.024777993771905753,0.055357414139431786
2018-09-30,0.02537859208009512,-0.00962430462125558
2018-10-31,-0.04153225114827456,-0.02841034273814937
2018-11-30,-0.005514641948039934,0.029129102524012664
2018-12-31,0.0204855419879041,0.0005537649581700832
2019-01-31,-0.01471894258993811,0.020492867957162618
2019-02-28,0.03905963057571461,0.10192862742749934
2019-03-31,0.012503564777797458,-0.04628386588601355
2019-04-30,-0.01101437247882334,0.013109108866262518
2019-05-31,-0.004007453842925302,0.01889890617031708
2019-06-30,-0.007404724609650978,0.022850379949790826
2019-07-31,-0.028413834655804583,-0.07126710004184501
2019-08-31,-0.017655657554026632,0.04271333657471855
2019-09-30,0.0074248371050727536,0.01875637285974275
2019-10-31,-0.00817002675313199,0.04222985526560618
2019-11-30,-0.001815863815060951,0.001049523017599964
2019-12-31,-0.02539530130357186,-0.06871482031518095
2020-01-31,0.02028250450644816,-0.020101655878447568
2020-02-29,0.029539324089160632,0.08569436447831154
2020-03-31,0.018891330244659055,0.00593540219312711
2020-04-30,0.005424777633764703,-0.023600553509217338
2020-05-31,-0.005889376944550526,0.018970136742011923
2020-06-30,0.006147182826812449,0.003547550875284045
2020-07-31,-0.004110322811645029,-0.01832637737755314
2020-08-31,-0.030601512497421407,0.007976112486515986
2020-09-30,-0.01425589239700166,0.015737378193944267
2020-10-31,-0.005995484115240661,-0.016565703667294124
2020-11-30,0.042816480329624054,0.023269312813360907
2020-12-31,-0.005756170993446274,0.02326197147455247
2021-01-31,-0.012816844001920577,-0.015150240972275228
2021-02-28,-0.005462401632919984,0.011219182640488747
2021-03-31,-0.02057664098880853,-0.05894808123788892
2021-04-30,0.011502128996131395,-0.022467839939637343
2021-05-31,0.0336254928024754,0.05295705598949944
2021-06-30,-0.006089457040276984,-0.005235731315470072
2021-07-31,-0.02660350402796499,-0.0010969869581787723
2021-08-31,-0.0003907498933722899,-0.0128092477539154
2021-09-30,-0.0025916259347991914,-0.012499089078600898
2021-10-31,-0.030763011300592474,-0.016713845511281168
2021-11-30,-0.005516411904953762,-0.012147530523568258
2021-12-31,-0.013057135982701083,0.02047532278848912
