,equal_weight,regime_based
2014-10-31,-0.04515791645203657,-0.02304253031535198
2014-11-30,0.010836789809344993,0.03239580558039939
2014-12-31,-0.015030370234003611,-0.02424313693990715
2015-01-31,-0.13378829453127167,-0.0076876546984464555
2015-02-28,0.1176897616379884,0.020709318518308904
2015-03-31,-0.037607084241054814,-0.026182340136250766
2015-04-30,0.016679422814415996,0.0021671401935934188
2015-05-31,0.008962474516393926,0.007479105231463194
2015-06-30,0.05106031077029671,0.001670698432828955
2015-07-31,-0.004122155793965094,-0.007174752494886676
2015-08-31,-0.04935707651127628,-0.032113915357304096
2015-09-30,-0.03463488640999346,-0.011824868336064488
2015-10-31,0.11741506034728395,0.09462030834840324
2015-11-30,0.042032485581202615,-0.006962286038386296
2015-12-31,0.03150401472965523,0.009916731177033926
2016-01-31,-0.0998864598082948,-0.015979300443634797
2016-02-29,0.01412442607557796,0.07116790426809282
2016-03-31,0.019216310121513775,0.01824677820590122
2016-04-30,0.02578762080903581,0.030607416732705665
2016-05-31,0.042626095271149834,0.005979104158730455
2016-06-30,-0.019146080308665707,-0.018493095231053563
2016-07-31,0.00981716051473136,0.027962949201889915
2016-08-31,0.019196186209205286,0.012122673666029832
2016-09-30,0.015051232840846805,0.017140492822580615
2016-10-31,0.05991245333670943,0.024519751355543913
2016-11-30,0.11812126005134417,0.047592313635545114
2016-12-31,0.06521556017508168,0.02197040441955332
2017-01-31,0.01940026465611061,0.03204992998419093
2017-02-28,0.0464462076969778,0.03252622363691733
2017-03-31,-0.0057083650924146054,0.004527668729303241
2017-04-30,0.03378453801502523,0.004295727883842444
2017-05-31,0.1123594649376547,0.10476987672177066
2017-06-30,0.02789659695632912,-0.010536738833870882
2017-07-31,0.03468603276401727,0.045936717573967924
2017-08-31,0.0918413540854096,0.10804630472323462
2017-09-30,0.023328333142791514,0.01746818335140531
2017-10-31,0.10179840894242381,0.03830166861545991
2017-11-30,0.11961905980153716,0.0515192326959953
2017-12-31,0.07465930050421617,0.03946963734711339
2018-01-31,0.027482829007610766,0.05464231775759894
2018-02-28,0.008563549142717564,0.0027269684758015836
2018-03-31,-0.07800468202982341,-0.02988917245081887
2018-04-30,0.08104614572098774,0.037246319991942334
2018-05-31,-0.03473925718701017,-0.015607474524651919
2018-06-30,-0.022159579784538825,-0.01631365178189932
2018-07-31,0.056543091318757156,0.016408300158712166
2018-08-31,-0.017172104507045333,-0.012399595931754392
2018-09-30,0.013989229777332707,0.013545344728074053
2018-10-31,-0.023015225008942947,-0.007894514800461185
2018-11-30,-0.07268215571889941,0.006516458322596297
2018-12-31,-0.07131198136283191,-0.016528025416571206
2019-01-31,0.013200797607480958,0.03968337654174128
2019-02-28,0.03734025887020185,0.021979835967083212
2019-03-31,-0.018014990803939476,0.01490047567430484
2019-04-30,0.07434625991061332,0.054476740148724105
2019-05-31,0.028137398994567506,0.056002929874731794
2019-06-30,0.05537478903972336,0.10164632075484617
2019-07-31,0.006619884531084992,0.005646636356851556
2019-08-31,-0.08642954276365297,0.02032244106173367
2019-09-30,0.013010875331948554,-0.03300227114577263
2019-10-31,0.032577148082807775,0.04548370753758267
2019-11-30,-0.0032089334771993605,0.001968557628686248
2019-12-31,0.02997022162710163,0.03517550203038417
2020-01-31,-0.00919436652584521,-0.016830533558229714
2020-02-29,-0.13420508408775073,-0.011876966953850095
2020-03-31,-0.23509974092151886,0.012339393596065304
2020-04-30,0.08305311045932429,0.06366043255285345
2020-05-31,0.025646948778523377,0.03129086579695206
2020-06-30,0.006307227204452869,0.032298909197918974
2020-07-31,0.0045807187088231505,0.09470164564889193
2020-08-31,0.12256009362292758,0.08546161384797259
2020-09-30,-0.03444166604010679,-0.026998976277127624
2020-10-31,0.1473175525599352,0.1101094156817235
2020-11-30,0.08649726441124606,0.0031549003687381116
2020-12-31,0.11920531711612244,0.06431525045955191
2021-01-31,0.0880720953756175,0.05569607625412883
2021-02-28,0.2351475484881723,0.06238017675383899
2021-03-31,0.12637105102929586,0.06860924634085311
2021-04-30,-0.0049410449600834246,0.0033015460544270382
2021-05-31,-0.06588320490415914,-0.0036336719032963732
2021-06-30,-0.004063666053606492,0.005002924487918257
2021-07-31,-0.012330528071599213,-0.02545946287203384
2021-08-31,0.05927444005764196,0.04141078117120106
2021-09-30,0.04244378980006232,0.046079912062246584
2021-10-31,0.1290173945595036,0.0426203877257072
2021-11-30,-0.028524482220265046,-0.012716244884814626
2021-12-31,0.007301759930025832,0.02691098093111669
2022-01-31,0.021998734482136295,0.0036835419347764284
2022-02-28,0.033518522789807215,0.04208354156419434
2022-03-31,0.1385275319880129,0.1316034631183203
2022-04-30,0.004841291498951239,0.008194332918819075
2022-05-31,-0.042998121184540064,-0.036909434388307225
2022-06-30,-0.07648947087738035,-0.028298310758450983
2022-07-31,0.026577956229269797,0.01645586114414456
2022-08-31,0.02341297070696633,0.015618086301232289
2022-09-30,0.030840346458776743,0.00011947058186200649
2022-10-31,0.04687651239537813,0.02912642404722812
2022-11-30,-0.02936509372805266,0.022102064166442226
2022-12-31,-0.008699424126061728,-0.015731752216488044
